COMP_ID,BIOCHEMICAL,SUPER_PATHWAY,SUB_PATHWAY,PLATFORM,RI,MASS,CAS,PUBCHEM,KEGG,                                      Group HMDB,LST.003.pre,LST.014.pre,LST.016.pre,LST.019.pre,LST.012.pre,LST.021.pre,LST.026.pre,STS.007.pre,LST.013.pre,LST.017.pre,LST.018.pre,LST.020.pre,LST.022.pre,STS.009.pre,LST.003.post,LST.014.post,LST.016.post,LST.019.post,LST.012.post,LST.021.post,LST.026.post,STS.007.post,LST.013.post,LST.017.post,LST.018.post,LST.020.post,LST.022.post,STS.009.post
33941,decanoylcarnitine,Lipid,Carnitine metabolism,LC/MS Pos,4700,316.3,1492-27-9 ;,,C03299,HMDB00651,2.138375,0.31891,0.689814,0.92273,1.786722,2.62424,0.818343,0.273585,1.022888,0.690586,0.385145,0.795666,1.275168,0.269586,1.104597,1.150665,1.792202,1.988734,1.141443,3.049012,0.964578,0.183978,1.25387,2.541403,0.884938,1.490647,0.261635,1.412254
32425,dehydroisoandrosterone sulfate (DHEA-S),Lipid,Sterol/Steroid,LC/MS Neg,4771,367.2,,12594,C04555,HMDB01032,0.99874,0.435318,2.183259,2.56523,0.622641,1.44892,0.716308,0.617138,0.415412,1.220136,0.737532,1.899646,1.649747,0.343027,1.00126,0.427353,2.573081,2.549493,0.566185,1.319549,0.74505,0.513783,0.396353,1.415688,0.627839,1.849583,1.608616,0.415289
36747,deoxycarnitine,Lipid,Carnitine metabolism,LC/MS Pos,759,146.1,6249-56-5;,725,C01181,HMDB01161,0.914916,0.855996,1.054138,1.141638,1.246214,1.010929,0.727703,1.409999,0.887036,0.989071,0.851578,1.330083,0.676114,1.208691,0.868217,0.874679,0.962528,1.068454,1.095647,1.134607,0.930953,1.183987,0.971953,0.924944,0.91927,2.034193,0.660949,1.211092
1114,deoxycholate,Lipid,Bile acid metabolism,LC/MS Neg,5268,391.4,83-44-3;,440355,C04483,HMDB00626,0.772356,1.015817,1.485168,1.386901,1.349544,0.752749,0.697763,2.325415,1.005292,0.468831,1.621053,0.288543,1.07189,0.752769,0.789066,0.722441,1.24756,0.979733,1.000324,0.739903,0.772753,1.210785,0.999676,0.445867,1.292921,0.181351,1.623275,0.521461
17805,dihomo-linoleate (20:2n6),Lipid,Long chain fatty acid,LC/MS Neg,5722,307.3,2091-39-6;,6439848,C16525,,0.927351,0.464904,0.648902,1.038585,2.130909,1.015286,1.432791,0.540592,2.554282,0.31265,0.495021,0.350219,1.495331,0.446662,0.743797,1.762266,3.10494,2.917187,1.342484,1.168956,2.028943,0.326167,1.151962,2.111292,2.007001,0.621888,0.310947,0.95863
35718,dihomo-linolenate (20:3n3 or n6),Lipid,Essential fatty acid,LC/MS Neg,5600,305.4,,5312529,C03242,HMDB02925,0.80519,0.59618,0.973316,0.948262,1.896745,1.095597,1.283913,0.839852,1.782072,0.507138,0.808572,0.60543,1.272818,0.79077,0.734421,1.288165,2.064555,1.862211,1.12696,1.203209,2.026249,0.682225,1.026684,1.498657,1.479876,0.712701,0.677976,1.109079
5086,dimethylglycine,Amino acid,"Glycine, serine and threonine metabolism",GC/MS,1030,57.9,1118-68-9;,6971056673,C01026,HMDB00092,0.829573,0.719443,1.463124,1.351197,0.778263,1.067302,0.632965,1.531913,0.738351,0.846039,0.799841,0.939769,1.57825,1.582539,0.735066,1.001266,1,1.129963,0.835743,1.39894,0.509011,1.56741,0.14902,0.85276,0.14902,0.586408,1.523378,1.300366
32415,docosadienoate (22:2n6),Lipid,Long chain fatty acid,LC/MS Neg,6017,335.4,7370-49-2 ;,5282807,C16533,,0.702751,0.371695,0.973984,0.959674,1.258811,1.3563,1.136146,0.642395,1.844731,0.371695,0.582026,0.590843,1.045111,0.371695,0.636171,1.191314,2.141267,1.297444,0.988606,1.221772,1.423614,0.535823,0.915121,1.584958,1.549317,1.011394,0.568176,1.18834
19323,docosahexaenoate (DHA; 22:6n3),Lipid,Essential fatty acid,LC/MS Neg,5518,327.3,6217-54-5;,445580,C06429,HMDB02183,0.838711,0.97586,1.157707,0.946142,1.737635,0.875595,1.282357,0.646974,3.085599,0.539147,0.601614,0.541043,1.015394,0.999149,0.740167,2.120977,2.723648,2.018101,1.051862,1.000851,2.131427,0.310668,1.511521,1.605147,1.245174,0.795441,0.545323,1.372362
32504,docosapentaenoate (n3 DPA; 22:5n3),Lipid,Essential fatty acid,LC/MS Neg,5574,329.4,2234-74-4 ;,,C16513,HMDB01976,0.684258,0.546495,0.912327,1.137368,1.719451,1.261556,1.406621,0.89567,3.39681,0.322755,0.458245,0.661526,1.052779,0.816563,0.664956,1.6199,3.02097,3.291047,0.873584,1.235482,2.780297,0.392159,1.316247,1.547823,1.391935,0.947221,0.388693,1.289437
37478,docosapentaenoate (n6 DPA; 22:5n6),Lipid,Essential fatty acid,LC/MS Neg,5625,329.4,25182-74-5;,6441454,C06429,HMDB13123,1.191261,0.521581,0.689884,0.586847,1.900737,0.860751,0.964883,1.061881,2.345388,0.477392,0.866745,0.342608,1.328723,0.698937,0.785262,1.002032,1.399987,1.814939,1.273688,1.225426,1.667869,0.53634,1.368891,1.822551,1.811998,0.647883,0.701853,0.997968
32388,dodecanedioate,Lipid,"Fatty acid, dicarboxylate",LC/MS Neg,2990,229.2,693-23-2 ;,12736,C02678,HMDB00623,1.228367,1.384854,0.709778,0.915473,0.603927,1.142348,1,1.128914,0.630321,1.067857,1.455056,0.986963,1.017634,0.900754,0.603927,0.953554,0.883846,0.603927,0.603927,1.003475,0.781418,1.262301,1.085911,0.830284,1.532332,0.764322,0.992579,1.718754
32511,EDTA,Xenobiotics,EDTA,LC/MS Neg,611,291.1,60-00-4;,52323056049,C00284,,1.03694,0.955295,1.076562,0.888626,0.950132,1.154788,1.07157,1.191413,1.004233,1.031008,0.910279,0.910453,0.834036,1.01445,1.029657,0.937125,1.107716,1.048682,0.957057,1.007225,1.03435,1.08661,0.901898,0.989259,0.995767,0.969025,0.824609,0.906766
18467,eicosapentaenoate (EPA; 20:5n3),Lipid,Essential fatty acid,LC/MS Neg,5442,301.3,10-2005-9;10417-94-4;,446284,C06428,HMDB01999,0.801384,0.694543,1.3247,1.141467,0.950224,1.223009,1.049776,0.824836,3.073134,0.632151,0.690531,0.690889,1.053735,1.198876,0.839544,1.344196,2.439521,2.001082,0.697973,1.096823,1.929724,0.796393,1.613802,1.389415,0.843703,0.903302,0.739118,1.322122
33587,eicosenoate (20:1n9 or 11),Lipid,Long chain fatty acid,LC/MS Neg,5955,309.4,,,,HMDB02231,0.772957,0.301106,0.439828,0.809681,1.256568,1.187805,1.249255,0.339429,1.732859,0.237114,0.302543,0.316018,1.556244,0.22667,0.693612,1.301632,2.63428,2.528209,1.093763,0.956279,1.476138,0.232549,1.06238,1.627385,1.797598,1.097765,0.224967,1.043722
33973,epiandrosterone sulfate,Lipid,Sterol/Steroid,LC/MS Neg,4838,369.3,22229-22-7;,,C07635,HMDB00365,1.278415,0.38632,2.143826,2.493709,0.44976,1.160704,0.244289,1.883737,0.231151,0.914436,0.44796,1.999962,1.085818,0.475998,1.173561,0.394613,2.468482,2.187974,0.427449,1.030343,0.228283,1.426727,0.207954,0.949907,0.456192,1.815305,0.969657,0.492908
20699,erythritol,Xenobiotics,"Sugar, sugar substitute, starch",GC/MS,1517.5,217,149-32-6;,,C00503,HMDB02994,0.934067,1.096646,1.24867,2.020232,0.867542,0.917747,0.716878,1.176688,0.829388,0.609485,1.80887,1.228877,0.86691,1.760695,1.075605,0.830514,0.92948,1.508223,1.805668,0.947789,0.821611,1.499435,0.767047,0.61711,1.256116,1.086984,1.052211,1.29845
33477,erythronate*,Carbohydrate,Aminosugars metabolism,GC/MS,1546.9,292.1,13752-84-6;,2781043,,HMDB00613,0.774691,0.895595,1.483585,1.315207,0.752667,1.061478,0.829935,1.093814,0.870496,0.95469,1.3291,1.205679,0.807209,0.918273,1.027287,0.715258,1.009975,1.277299,0.990025,1.067491,1.156073,1.498786,0.890561,1.087215,1.447986,1.046896,0.868644,0.966695
31266,fructose,Carbohydrate,"Fructose, mannose, galactose, starch, and sucrose metabolism",GC/MS,1762.7,204,57-48-7;,5984,C00095,HMDB00660,0.284932,0.021448,6.676946,3.955131,1.2607,0.528995,0.899492,1.582489,0.783946,1.577917,0.748678,0.86588,1.7944,0.44467,6.221225,0.51168,0.387289,0.481735,4.571891,0.574259,0.937487,4.592387,1.494747,1.062513,2.03915,0.452351,4.398144,0.416698
1643,fumarate,Energy,Krebs cycle,GC/MS,1382.1,245,100-17-8;,,C00122,HMDB00134,0.67312,0.962384,1.076365,0.9866,0.982402,1.127128,1.084461,1.818947,1.0816,0.94717,1.346888,0.867944,1.023888,1.162798,0.929333,0.95707,0.932027,1.009673,1.226565,1.034681,0.990327,1.143227,0.95811,0.794265,1.121385,0.864479,1.111349,1.300127
37063,gamma-glutamylalanine,Peptide,gamma-glutamyl,LC/MS Pos,1108,219,5875-41-2;,440103,,,0.717213,0.843694,1.57867,1.128785,1.103125,1.044186,1.011416,0.960358,0.988584,1.387933,1.035791,1.3433,0.564978,1.279514,1.084455,0.649333,1.312481,0.781913,0.700039,0.716198,1.159074,1.027842,0.579554,1.320179,0.962592,0.580105,0.89049,1.063901
34456,gamma-glutamylisoleucine*,Peptide,gamma-glutamyl,LC/MS Pos,2644,261.2,,,,HMDB11170,0.742941,0.659797,2.240363,0.901617,0.659797,0.775623,1.141118,0.898786,0.659797,1.808178,1.195131,1.091841,0.659797,1.37065,0.752204,0.659797,1.440637,1,0.659797,0.767488,1.015792,0.997276,0.659797,1.811986,0.980048,1.182059,0.659797,0.787242
18369,gamma-glutamylleucine,Peptide,gamma-glutamyl,LC/MS Pos,2744,261.2,2566-39-4;,151023,,HMDB11171,0.813005,0.85844,1.680594,0.982124,0.605206,1.149521,1.133497,1.442038,0.599967,1.511786,1.332038,1.237121,0.59196,1.223068,0.781225,0.58834,1.291116,1.043092,0.483116,1.098054,0.993313,1.023584,0.595519,1.584792,0.911708,1.248813,0.490335,0.812872
37539,gamma-glutamylmethionine,Peptide,gamma-glutamyl,LC/MS Pos,1993,279.2,17663-87-5;,7009567,,,0.908202,0.957773,1.548454,0.888043,0.816171,0.98201,1.127332,1.644807,0.883989,1.81194,2.18778,1.386137,0.73339,1.544607,0.757242,0.73339,1.492643,0.73339,0.73339,1.090437,1,0.998115,0.964154,1.255912,1.201617,1.079364,0.907465,0.73339
33422,gamma-glutamylphenylalanine,Peptide,gamma-glutamyl,LC/MS Pos,2846,295.1,7432-24-8;,111299,,HMDB00594,0.806112,0.929837,1.137137,0.999634,0.836597,1.000365,1.033343,1.465707,0.986012,1.031433,0.899423,1.213398,0.986825,1.042764,0.52274,0.765823,0.892771,1.070096,0.74367,1.030352,1.090498,0.836577,0.88862,1.08863,0.990639,1.347966,0.784565,1.217791
2734,gamma-glutamyltyrosine,Peptide,gamma-glutamyl,LC/MS Pos,2073,311.2,7432-23-7;,94340,,,0.979489,0.803599,1.254347,0.800532,1.020511,1.383702,1.036652,0.89529,0.605634,1.34908,1.067149,1.721012,0.813699,2.001195,0.63642,0.595698,1.288337,0.88954,0.847691,0.810446,0.919943,1.241744,0.938843,1.268204,0.800884,1.595311,0.564463,1.215648
32393,gamma-glutamylvaline,Peptide,gamma-glutamyl,LC/MS Pos,2040,247.2,2746-34-1;,,,HMDB11172,0.784599,0.59141,2.699085,0.830683,0.713605,1.007954,1.454191,1.017081,0.502865,2.219533,1.184711,1.148246,0.711974,1.11541,0.724972,0.759743,2.025012,0.987948,0.55943,0.897203,1.127079,0.73031,0.432471,2.534153,1.151055,1.287117,0.421548,1.013283
33420,gamma-tocopherol,Cofactors and vitamins,Tocopherol metabolism,GC/MS,2264,488.4,54-28-4;,14986,C02483,HMDB01492,1.135038,0.533567,0.991284,0.957845,1.172836,1.58014,0.844615,1.104006,1.008716,0.88986,0.401222,0.574004,1.08188,0.806609,0.839423,0.657193,1.165788,0.968904,1.029326,1.418918,0.90612,1.020689,0.786535,1.087685,0.731323,1.04095,0.805698,1.094069
20488,glucose,Carbohydrate,"Glycolysis, gluconeogenesis, pyruvate metabolism",GC/MS,1866.8,217.1,50-99-7;,79025,C00293,HMDB00122,1.049694,0.693502,1.093254,1.04626,0.915067,0.747059,1.081252,0.661102,1.024754,0.682372,0.708252,0.804278,0.82632,0.885419,1.088783,0.966473,1.103724,1.137826,1.175831,0.886974,0.877963,0.975246,1.193658,0.731777,1.03253,0.952302,1.149552,1.091978
32322,glutamate,Amino acid,Glutamate metabolism,GC/MS,1836.8,362.2,56-86-0;,611,C00025,HMDB03339,0.806412,0.478758,1.481423,1.64253,1.405699,0.866585,1.609443,0.641962,0.977138,1.619886,1.114172,1.202381,0.859647,2.185403,0.630984,0.338148,1.987403,0.943039,0.510673,0.774508,1.07042,1.2478,0.656042,1.022862,0.399869,0.9036,0.665904,1.851346
53,glutamine,Amino acid,Glutamate metabolism,LC/MS Pos,684,147.2,56-85-9;,69920865961,C00064,HMDB00641,0.856868,0.939714,1.094185,0.911825,1.172433,1.129359,0.933827,0.996706,1.096457,1.003294,0.660019,1.212488,0.634071,1.082422,1.026522,0.848062,1.259392,1.120783,0.922114,0.854822,0.988992,1.184816,0.82176,1.268883,0.750769,1.006952,0.873106,1.245133
35439,glutaroyl carnitine,Amino acid,Lysine metabolism,LC/MS Pos,1565,276.1,102636-82-8;,,,HMDB13130,1.203996,1.419453,0.731692,1.322634,0.842277,2.105843,0.881832,0.909596,0.995781,0.795222,0.724341,1.508739,0.772986,2.838444,1.366372,1.486812,0.777312,1.098176,0.900469,1.911178,1.06715,0.913636,1.06281,0.862113,0.611396,1.448259,0.765775,2.494779
1572,glycerate,Carbohydrate,"Glycolysis, gluconeogenesis, pyruvate metabolism",GC/MS,1360.7,189,600-19-1;,752,C00258,HMDB00139,0.643307,1.573721,2.691427,1.33006,0.820055,0.577836,0.90929,0.900035,1.390822,1.863368,2.090799,1.407098,1.398088,0.718922,1.446981,0.768817,1.606607,1.089583,0.745717,0.484046,2.191683,1.558015,0.910417,3.070277,3.67926,0.650431,0.801641,0.706957
15122,glycerol,Lipid,Glycerolipid metabolism,GC/MS,1311,205,56-81-5;,753,C00116,HMDB00131,1.116464,0.679537,0.744839,1.135363,1.190589,0.858697,1.011588,0.803506,1.285405,0.804466,0.844837,0.675867,1.42663,0.714069,0.767735,0.893212,1.20938,1.585905,1.256247,0.988412,1.979086,0.809553,1.213738,1.623831,0.862634,0.79288,0.69989,1.079538
27728,glycerol 2-phosphate,Xenobiotics,Chemical,GC/MS,1691.8,243,819-83-0;,2526,C02979,HMDB02520,0.844343,1.122794,0.987008,1.198839,0.858972,0.733539,1.104302,1.206035,1.207013,0.973132,1.54601,1.682183,0.354378,1.270501,0.818429,0.707013,0.617706,0.954239,0.354378,0.839572,1.211819,1.19183,0.784435,0.586339,1.797204,1.064148,0.354378,2.188885
15365,glycerol 3-phosphate (G3P),Lipid,Glycerolipid metabolism,GC/MS,1719.7,357.1,29849-82-9;,754,C00093,HMDB00126,0.799585,1.378698,1.469951,1.149758,0.693242,0.969297,0.837442,1.357839,1.0157,1.017904,1.02228,1.947169,0.915695,1.197914,0.820304,1.13318,0.827378,0.9158,0.856739,1.19522,1.162997,0.949446,1.103453,0.812694,1.159003,0.984301,0.918033,1.377915
15990,glycerophosphorylcholine (GPC),Lipid,Glycerolipid metabolism,LC/MS Pos,694,258.1,28319-77-9;,657272,C00670,HMDB00086,0.624621,0.836884,1.464146,1.118819,0.639836,1.132605,0.926284,1.122925,1.182837,1.290646,0.743078,1.386068,0.645149,1.717739,0.923438,1.017679,0.982321,0.978356,0.668086,0.956793,0.851664,1.555008,0.837474,1.516502,1.264082,0.959048,0.977609,2.627897
32338,glycine,Amino acid,"Glycine, serine and threonine metabolism",GC/MS,1486.9,218.1,56-40-6;,5257127750,C00037,HMDB00123,1.240524,0.795747,1.193459,1.164168,1.117204,1.073308,1.139552,1.007134,0.812142,1.260407,0.783158,1.745667,0.391042,1.107876,0.941576,0.670075,1.18621,1.09272,0.984839,0.928978,0.914355,0.883744,0.91651,0.753433,0.350463,1.79375,0.746134,1.271329
32346,glycochenodeoxycholate,Lipid,Bile acid metabolism,LC/MS Neg,5245,448.4,16564-43-5;,,C05466,HMDB00637,0.136522,0.518448,3.509665,1.192741,0.515318,0.685002,1,4.281992,0.297177,0.438341,1.876108,1.663405,2.648716,1.269035,0.888642,0.199397,0.381307,0.437133,0.810705,0.995477,1.151947,2.681486,1.353638,0.136522,1.915312,0.655366,1.864709,0.425153
18476,glycocholate,Lipid,Bile acid metabolism,LC/MS Neg,5104,464.4,475-31-0;863-57-0;,10140,C01921,HMDB00138,0.38804,0.410911,4.449976,1.054956,0.556388,0.769754,2.606323,4.936091,0.545429,0.682933,0.671341,2.464279,4.737628,1.330713,1.025571,0.333291,0.570495,0.341873,1.007885,1.543952,2.843539,2.681302,1.373356,0.341615,0.857421,0.603193,2.658045,0.756429
32599,glycocholenate sulfate*,Lipid,Bile acid metabolism,LC/MS Neg,4763,254.8,,,,,2.054454,0.904711,1.150465,0.862361,0.947195,0.824836,1.360978,1.00779,1.127713,0.776852,0.839481,1.31101,0.62491,0.861658,2.53177,0.355133,1.234164,1.203582,0.857279,0.498158,1.093047,1.026843,1.237522,1.098607,0.891772,0.69138,0.871092,1.117811
15737,glycolate (hydroxyacetate),Xenobiotics,Chemical,GC/MS,1119,177,79-14-1;,3698251757,C00160,HMDB00115,0.873145,0.890265,1.274336,1.01504,0.977814,0.938686,1.291147,1.242219,1.181065,1.198586,0.909167,0.943062,1.21224,1.05334,0.659894,0.836874,1.11085,0.98496,1.140904,0.912155,1.447901,1.101587,0.890245,1.464223,0.966084,1.056306,1.060802,0.748269
32620,glycolithocholate sulfate*,Lipid,Bile acid metabolism,LC/MS Neg,5015,512.3,,72222,C11301,HMDB02639,3.513029,1.389216,2.872663,1.911804,0.378831,1.614246,1.508518,1.685245,0.221764,0.866226,1.177468,1.042727,1.010817,2.455014,5.282831,0.924316,0.711614,0.866717,0.698459,0.989183,1.433229,0.898631,0.308929,0.6096,1.618537,0.688527,1.669708,0.920287
39379,glycoursodeoxycholate,Lipid,Bile acid metabolism,LC/MS Neg,5018.1,448.4,,,,HMDB00708,0.287936,0.520422,2.999652,1.812217,0.489211,1.062889,0.64233,5.374127,1.51835,0.420827,1.212277,1.422592,4.219627,0.617868,0.805959,0.3083,0.468527,0.809374,0.93711,1.944944,0.575269,3.686942,4.784651,0.232723,1.496764,0.605954,1.73948,0.355955
32593,heme*,Cofactors and vitamins,Hemoglobin and porphyrin,LC/MS Pos,4985,616.2,14875-96-8;,,C00032,HMDB03178,1.096287,0.971964,1.482239,0.683355,1.529796,0.562243,1.440632,2.1062,1.234466,2.070175,1.700613,0.802015,0.453165,1.412616,0.850198,0.861404,1.279621,1.028036,2.260794,1.718282,0.660584,1.199957,0.75139,1.41725,0.956924,0.825787,0.584198,0.812367
1644,heptanoate (7:0),Lipid,Medium chain fatty acid,LC/MS Neg,3695,129.2,111-14-8;,8094,C17714,HMDB00666,1.055383,1.084224,0.804395,1.036206,1.0645,0.681622,0.976872,1.106436,1.182833,0.821965,0.900057,0.994938,1.043432,0.775955,0.882541,1.072117,1.052068,0.944943,1.05492,1.172248,0.953722,0.793294,1.366625,1.155307,1.005062,0.807544,0.970147,1.259443
35678,hexadecanedioate,Lipid,"Fatty acid, dicarboxylate",LC/MS Neg,4650,285.2,505-54-4;,10459,,HMDB00672,0.912322,0.869164,1.009995,0.605068,0.530031,0.760278,0.872592,2.462015,1.131528,1.086511,0.959321,0.990005,1.384593,1.177052,1.058567,1.245151,1.762018,1.893811,0.780643,0.811751,0.925865,1.551714,1.456335,1.572661,2.583774,0.90785,1.263619,0.93029
32328,hexanoylcarnitine,Lipid,Carnitine metabolism,LC/MS Pos,3174,260.2,6920-35-0;,6426853,C01585,HMDB00705,1.144043,0.426136,0.630067,0.788672,1.52747,2.58678,0.918055,0.634791,0.879513,0.57831,0.531871,0.695719,1.427937,0.517031,1,0.774684,1.188311,2.470072,1.076092,2.129462,1.084185,0.426136,0.696231,1.759698,0.761933,1.193204,0.585853,1.077956
15753,hippurate,Xenobiotics,Benzoate metabolism,LC/MS Neg,2136,178.1,495-69-2;,464,C01586,HMDB00714,0.80347,1.966679,1.672201,0.672572,0.902836,0.549778,1.25643,1.044105,0.998552,2.302816,2.385291,1.001448,0.58589,4.395088,0.66882,1.410099,2.164494,0.552933,0.876246,0.503964,0.637409,0.548486,0.474018,1.516317,4.154868,0.562947,0.856514,2.344586
59,histidine,Amino acid,Histidine metabolism,LC/MS Neg,757,154.1,5934-29-2;,7733651426,C00135,HMDB00177,1.037572,1.227207,0.886347,0.850608,0.964891,0.989177,1.06257,1.142797,1.044192,1.087603,1.284948,0.98074,0.880606,1.130043,1.039721,1.031989,0.802651,0.772964,0.987989,0.939413,1.116311,1.010823,0.963238,0.975544,1.12228,0.906037,1.049315,1.05382
33009,homostachydrine*,Xenobiotics,Food component/Plant,LC/MS Pos,1199,158.2,1195-94-4;,441447,C08283,HMDB04827,0.547587,0.8489,0.818604,1.215762,1.985033,1.366995,0.906948,1.500544,0.630973,0.901896,1.151139,1.122926,0.783921,1.945076,1,0.61467,0.597658,1.398077,1.124595,1.179821,0.717385,1.557178,0.429446,0.637535,0.832703,0.7823,0.429446,1.446874
32836,HWESASXX*,Peptide,Polypeptide,LC/MS Pos,3520,471.8,,,,,0.568792,0.568792,0.696338,0.568792,0.568792,0.568792,23.014618,0.568792,0.568792,7.102215,1.723337,0.568792,0.724948,0.568792,1,0.568792,0.743644,0.875819,0.568792,0.568792,4.442793,0.568792,0.568792,2.148052,1.567185,0.568792,0.645566,0.568792
35433,hydroxyisovaleroyl carnitine,Amino acid,"Valine, leucine and isoleucine metabolism",LC/MS Pos,1683,262.1,99159-87-2;,,,,0.456147,0.281279,1.524164,1.087455,0.494237,1.444456,1.681855,1.302265,0.307639,0.91703,0.546718,1.157265,0.578137,1.384557,0.281279,0.281279,0.281279,1.291928,0.473326,1.16501,0.281279,1,0.281279,0.601888,0.281279,1.260878,1.455232,0.281279
3127,hypoxanthine,Nucleotide,"Purine metabolism, (hypo)xanthine/inosine containing",GC/MS,1759.2,265,68-94-0;,790,C00262,HMDB00157,1.058546,0.379646,4.30357,1.207394,4.720669,1.013402,0.613941,2.214464,3.2047,0.981324,0.507253,0.764612,2.262499,2.310075,0.88594,0.366515,4.848917,1.350134,1.042727,0.329682,0.684624,1.19177,0.566102,1.003821,0.361971,0.443069,1.126802,0.996178
21025,iminodiacetate (IDA),Xenobiotics,Chemical,GC/MS,1538.8,232,142-73-4;,8897,,HMDB11753,0.909602,0.8592,1.856595,1.423219,0.809039,1.35933,1.47276,2.365133,1.137756,1.000882,0.798513,1.956753,0.752053,0.824602,0.7742,1.344822,1.086226,1.647793,0.999118,1.284443,1.123562,1.862697,0.795122,0.841568,0.689681,1.43523,0.90888,0.55012
27513,indoleacetate,Amino acid,Tryptophan metabolism,LC/MS Pos,3760,176.1,6505-45-9;,802,C00954,HMDB00197,0.971864,0.804582,1.280548,1.500644,0.421531,1.092775,1.236339,0.717724,0.928888,1.309282,5.081625,1.287372,0.717875,2.631594,0.789001,0.564904,0.750796,0.870139,0.620903,1.028136,1.115764,1.263177,0.623834,1.132881,3.05952,0.929167,0.775055,2.339585
18349,indolelactate,Amino acid,Tryptophan metabolism,GC/MS,1964.9,202,832-97-3;,92904,C02043,HMDB00671,1.096663,0.97908,1.367663,0.976614,0.623871,0.971514,0.912136,1.394448,0.884125,1,1.367855,1.492818,0.891638,1.292167,0.868257,0.888993,1.064564,0.812023,0.623871,1.102088,0.840835,1.36628,0.731855,0.79012,0.880319,1.106627,1.00061,1.074863
32405,indolepropionate,Amino acid,Tryptophan metabolism,GC/MS,1925,202.1,830-96-6 ;,3744,,HMDB02302,0.972521,5.440559,2.327746,0.318937,1.171445,0.593888,1.689712,0.346756,1.027479,2.043169,2.96636,0.857079,0.702288,0.788251,0.760084,4.041242,1.856334,0.382169,0.835528,0.545791,1.734724,0.250203,1.049992,1.593263,1.713161,0.711632,0.360388,0.821431
35490,"Isobar: 2-propylpentanoic acid, 2-ethylhexanoic acid",Xenobiotics,Chemical,LC/MS Neg,3909,143.1,,,,,1.019462,1.177017,0.950006,1.10019,0.970304,0.646113,1.036681,1.017067,1.179339,0.953209,0.982933,1.113926,0.932743,0.894239,0.823288,1.08847,1.049389,0.751411,1.239145,0.939084,1.17042,0.969329,1.556348,1.046327,1.134351,0.917289,0.902216,1.632393
33441,isobutyrylcarnitine,Amino acid,"Valine, leucine and isoleucine metabolism",LC/MS Pos,1941,232.2,25518-49-4;,,,HMDB00736,0.684911,1.503673,0.654405,1.413396,0.923651,0.627932,1.105949,0.73106,0.551135,0.881664,2.141827,1.147068,2.527187,1.581786,0.812477,1.009514,0.508064,1.087726,0.647971,0.629478,1.17549,0.675368,0.990486,0.88181,1.291027,0.961374,1.807927,1.353951
1125,isoleucine,Amino acid,"Valine, leucine and isoleucine metabolism",LC/MS Pos,1614,132.1,73-32-5;,791,C00407,HMDB00172,0.924014,0.998865,1.22984,1.188775,0.712789,1.210374,1.077711,1.547263,0.883809,0.933187,1.043459,1.560334,0.942536,1.373568,0.882292,0.885125,0.793338,1.165799,0.568307,0.991622,1.087321,1.017189,0.799314,1.006822,0.781123,1.001135,0.896459,0.836372
34732,isovalerate,Lipid,Fatty acid metabolism,LC/MS Neg,1623,101.2,503-74-2;,10430,C08262,HMDB00718,0.998198,0.893007,1.635567,1.823697,0.959922,0.808952,1.796394,2.436375,1.284274,1.001802,1.100809,1.200883,0.854655,1.285985,0.71173,0.755279,1.771716,1.582535,0.775357,1.040396,1.343784,0.888528,0.973747,0.762654,0.866493,0.901628,0.766468,1.476201
34407,isovalerylcarnitine,Amino acid,"Valine, leucine and isoleucine metabolism",LC/MS Pos,2533,246.2,,6426851,,HMDB00688,0.803374,1.136182,1.649293,1.8367,0.976466,1.281637,1.926225,1.544297,0.942117,0.772671,1.146263,0.877322,1.062001,1.628688,1.032797,0.460682,0.809438,0.937162,0.598213,0.731485,1.700878,1.435027,0.516403,0.679139,0.511291,0.561755,1.023534,0.510939
15140,kynurenine,Amino acid,Tryptophan metabolism,LC/MS Pos,1902,209.1,2922-83-0;,1.61E+12,C00328,HMDB00684,0.880886,0.813043,1.0308,1.089922,0.95278,1.620013,1.050618,1.436656,1.102372,1.091888,0.74667,1.222137,0.964737,1.225834,0.9692,0.748107,0.690634,0.696215,0.956884,1.617153,0.801563,1.073719,1.089943,0.840715,0.722549,0.927149,0.795729,1.095075
527,lactate,Carbohydrate,"Glycolysis, gluconeogenesis, pyruvate metabolism",GC/MS,1102.8,116.9,79-33-4;,612,C00186,HMDB00190,0.670863,0.756663,1.33287,1.534619,1.226329,1.110571,1.564625,1.318192,1.045479,1.037571,1.130358,1.150536,0.925223,1.293745,0.915619,0.553064,0.915215,0.731841,1.398435,0.784277,1.122674,0.989584,0.668595,0.834105,0.886722,0.876861,1.633418,0.774644
1645,laurate (12:0),Lipid,Medium chain fatty acid,LC/MS Neg,5288,199.3,143-07-7;,3893,C02679,HMDB00638,1.026936,0.909561,0.79514,0.973035,1.044908,1.125642,1.037033,0.948867,1.316416,0.893475,0.837704,0.900673,1.095232,0.814227,0.814378,1.311139,1.19175,1.040017,0.973064,1.093949,1.484246,0.854588,1.459233,1.305636,0.955362,0.871688,0.820539,1.253662
